id;CLM_FREQ; CLM_AMT_1 ; CLM_AMT_2 ; CLM_AMT_3 ; CLM_AMT_4 ; CLM_AMT_5 ; CLM_AMT_6 ;CAR_USE;CAR_TYPE;AGE;GENDER;AREA;PREMIUM
531;2; 715 ; 728 ; -   ; -   ; -   ; -   ;Private;SUV;33;F;Urban; 1 032 
532;1; 664 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;41;F;Rural; 1 147 
533;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;49;F;Urban; 1 130 
534;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;50;F;Urban; 1 151 
535;2; 687 ; 722 ; -   ; -   ; -   ; -   ;Private;Sedan;42;M;Urban; 1 202 
536;1; 717 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;33;F;Urban; 1 429 
537;2; 664 ; 733 ; -   ; -   ; -   ; -   ;Commercial;SUV;42;F;Rural; 1 113 
538;5; 745 ; 633 ; 724 ; 702 ; 818 ; -   ;Private;SUV;41;F;Urban; 1 163 
539;1; 663 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;40;F;Urban; 1 059 
540;3; 628 ; 648 ; 616 ; -   ; -   ; -   ;Commercial;Sedan;51;F;Urban; 1 096 
541;2; 596 ; 804 ; -   ; -   ; -   ; -   ;Private;Pickup;57;M;Urban; 1 067 
542;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;42;M;Urban; 1 270 
543;1; 779 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;46;F;Urban; 1 388 
544;3; 637 ; 668 ; 634 ; -   ; -   ; -   ;Private;Sedan;56;F;Urban; 1 492 
545;1; 865 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;52;F;Urban; 1 164 
546;1; 624 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;38;F;Urban; 1 375 
547;2; 703 ; 665 ; -   ; -   ; -   ; -   ;Private;Pickup;43;M;Urban; 1 295 
548;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;40;F;Urban; 1 010 
549;2; 624 ; 615 ; -   ; -   ; -   ; -   ;Private;Sports Car;54;F;Rural; 1 419 
550;3; 620 ; 641 ; 703 ; -   ; -   ; -   ;Private;Pickup;51;M;Urban; 1 077 
551;2; 644 ; 647 ; -   ; -   ; -   ; -   ;Commercial;Van;27;M;Urban; 1 263 
552;1; 703 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;56;F;Urban; 1 460 
553;1; 702 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;48;M;Urban; 1 380 
554;2; 721 ; 734 ; -   ; -   ; -   ; -   ;Private;Sedan;47;M;Rural; 1 368 
555;1; 771 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;38;M;Rural; 1 459 
556;2; 657 ; 678 ; -   ; -   ; -   ; -   ;Private;SUV;27;F;Urban; 1 440 
557;1; 757 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;33;F;Urban; 1 195 
558;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;42;F;Urban; 1 421 
559;1; 674 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;55;F;Urban; 1 411 
560;5; 721 ; 711 ; 588 ; 678 ; 684 ; -   ;Private;Sedan;50;M;Urban; 1 265 
561;1; 749 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;48;M;Urban; 1 341 
562;1; 748 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;33;F;Rural; 1 371 
563;1; 724 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;53;F;Urban; 1 287 
564;2; 718 ; 743 ; -   ; -   ; -   ; -   ;Private;SUV;58;F;Urban; 1 229 
565;1; 727 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;43;M;Rural; 1 197 
566;1; 714 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;49;M;Urban; 1 224 
567;3; 663 ; 700 ; 730 ; -   ; -   ; -   ;Commercial;Van;40;F;Urban; 1 290 
568;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;54;F;Urban; 1 482 
569;2; 730 ; 623 ; -   ; -   ; -   ; -   ;Private;Sedan;38;M;Rural; 1 078 
570;2; 689 ; 667 ; -   ; -   ; -   ; -   ;Private;Pickup;49;M;Urban; 1 484 
571;1; 657 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;39;F;Rural; 1 473 
572;1; 695 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;37;F;Urban; 1 154 
573;2; 712 ; 671 ; -   ; -   ; -   ; -   ;Private;SUV;27;F;Urban; 1 000 
574;1; 631 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;48;M;Rural; 1 169 
575;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;47;M;Urban; 1 043 
576;1; 715 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;38;F;Rural; 1 356 
577;2; 695 ; 691 ; -   ; -   ; -   ; -   ;Commercial;SUV;44;F;Urban; 1 478 
578;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;44;F;Rural; 1 064 
579;4; 647 ; 672 ; 718 ; 687 ; -   ; -   ;Private;Sedan;46;M;Rural; 1 172 
580;1; 654 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;50;F;Urban; 1 006 
581;3; 708 ; 703 ; 693 ; -   ; -   ; -   ;Private;Sedan;37;M;Rural; 1 312 
582;1; 755 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;24;F;Urban; 1 410 
583;5; 609 ; 651 ; 671 ; 711 ; 615 ; -   ;Commercial;Pickup;37;M;Urban; 1 204 
584;1; 731 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;38;F;Urban; 1 096 
585;2; 680 ; 741 ; -   ; -   ; -   ; -   ;Commercial;Sports Car;43;F;Urban; 1 263 
586;1; 628 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;46;F;Urban; 1 124 
587;1; 669 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;36;F;Urban; 1 272 
588;2; 705 ; 702 ; -   ; -   ; -   ; -   ;Commercial;Sedan;50;M;Urban; 1 382 
589;3; 653 ; 756 ; 702 ; -   ; -   ; -   ;Private;Pickup;31;M;Urban; 1 099 
590;1; 760 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;47;M;Rural; 1 241 
591;3; 678 ; 802 ; 703 ; -   ; -   ; -   ;Private;Sedan;42;F;Urban; 1 226 
592;1; 631 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;44;M;Urban; 1 098 
593;2; 569 ; 663 ; -   ; -   ; -   ; -   ;Private;SUV;59;F;Rural; 1 283 
594;1; 721 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;40;M;Urban; 1 279 
595;3; 669 ; 646 ; 706 ; -   ; -   ; -   ;Private;Sports Car;31;F;Urban; 1 153 
596;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;40;M;Urban; 1 407 
597;1; 687 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;36;F;Urban; 1 085 
598;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;54;F;Urban; 1 362 
599;5; 726 ; 624 ; 717 ; 684 ; 720 ; -   ;Private;Sedan;45;M;Urban; 1 013 
600;2; 701 ; 682 ; -   ; -   ; -   ; -   ;Commercial;Pickup;58;M;Rural; 1 493 
601;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;39;F;Rural; 1 413 
602;3; 718 ; 665 ; 750 ; -   ; -   ; -   ;Private;SUV;46;F;Rural; 1 292 
603;1; 720 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;32;M;Urban; 1 453 
604;1; 685 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;57;M;Urban; 1 297 
605;3; 658 ; 681 ; 652 ; -   ; -   ; -   ;Commercial;Sports Car;47;F;Urban; 1 356 
606;1; 642 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;44;M;Urban; 1 003 
607;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;44;M;Urban; 1 385 
608;1; 686 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;46;M;Urban; 1 303 
609;2; 765 ; 703 ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;55;M;Urban; 1 075 
610;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;52;F;Urban; 1 154 
611;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;43;F;Urban; 1 027 
612;2; 772 ; 705 ; -   ; -   ; -   ; -   ;Private;Sedan;52;M;Urban; 1 027 
613;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;51;F;Rural; 1 245 
614;2; 707 ; 689 ; -   ; -   ; -   ; -   ;Private;Pickup;47;M;Urban; 1 231 
615;1; 748 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;52;F;Rural; 1 009 
616;1; 754 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;34;F;Urban; 1 242 
617;1; 730 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;41;F;Urban; 1 262 
618;1; 666 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;48;F;Urban; 1 440 
619;2; 685 ; 702 ; -   ; -   ; -   ; -   ;Commercial;SUV;67;M;Urban; 1 485 
620;1; 696 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;43;M;Urban; 1 256 
621;1; 760 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;36;F;Urban; 1 432 
622;2; 768 ; 644 ; -   ; -   ; -   ; -   ;Private;Sports Car;58;F;Urban; 1 084 
623;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;37;F;Urban; 1 374 
624;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;44;M;Urban; 1 486 
625;1; 738 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;51;M;Urban; 1 146 
626;1; 671 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;28;F;Rural; 1 022 
627;2; 669 ; 778 ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;50;M;Urban; 1 404 
628;4; 697 ; 559 ; 737 ; 653 ; -   ; -   ;Commercial;Pickup;44;M;Urban; 1 279 
629;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;52;M;Urban; 1 256 
630;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;41;M;Urban; 1 150 
631;2; 841 ; 692 ; -   ; -   ; -   ; -   ;Commercial;SUV;42;F;Rural; 1 488 
632;1; 660 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;37;F;Urban; 1 074 
633;1; 632 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;58;M;Urban; 1 055 
634;1; 798 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;32;M;Rural; 1 344 
635;3; 708 ; 676 ; 662 ; -   ; -   ; -   ;Commercial;Van;38;M;Urban; 1 432 
636;2; 738 ; 755 ; -   ; -   ; -   ; -   ;Commercial;Van;42;M;Urban; 1 315 
637;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;42;F;Urban; 1 171 
638;1; 650 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;44;F;Rural; 1 217 
639;1; 607 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;46;M;Rural; 1 306 
640;3; 606 ; 656 ; 790 ; -   ; -   ; -   ;Commercial;Sports Car;44;F;Rural; 1 324 
641;2; 713 ; 665 ; -   ; -   ; -   ; -   ;Private;Sports Car;37;F;Urban; 1 461 
642;1; 668 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;45;M;Urban; 1 146 
643;1; 678 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;48;F;Urban; 1 307 
644;1; 633 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;72;F;Urban; 1 155 
645;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;52;M;Urban; 1 499 
646;3; 805 ; 663 ; 683 ; -   ; -   ; -   ;Private;SUV;48;F;Urban; 1 351 
647;1; 695 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;40;F;Urban; 1 042 
648;1; 650 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;49;F;Urban; 1 213 
649;1; 632 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;62;F;Urban; 1 176 
650;3; 819 ; 703 ; 627 ; -   ; -   ; -   ;Private;Sports Car;45;F;Urban; 1 182 
651;2; 757 ; 649 ; -   ; -   ; -   ; -   ;Private;Sports Car;32;F;Urban; 1 177 
652;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;42;F;Rural; 1 305 
653;2; 702 ; 699 ; -   ; -   ; -   ; -   ;Private;Sports Car;33;F;Urban; 1 062 
654;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;43;F;Urban; 1 090 
655;2; 760 ; 709 ; -   ; -   ; -   ; -   ;Private;SUV;57;F;Urban; 1 187 
656;1; 735 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;22;F;Urban; 1 069 
657;4; 694 ; 620 ; 746 ; 652 ; -   ; -   ;Commercial;Pickup;53;M;Urban; 1 289 
658;1; 668 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;43;M;Urban; 1 436 
659;2; 647 ; 781 ; -   ; -   ; -   ; -   ;Private;SUV;47;F;Urban; 1 016 
660;1; 626 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;44;M;Urban; 1 121 
661;1; 766 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;50;M;Urban; 1 256 
662;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;48;F;Urban; 1 043 
663;2; 744 ; 700 ; -   ; -   ; -   ; -   ;Private;Sports Car;42;F;Urban; 1 183 
664;2; 669 ; 640 ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;51;M;Urban; 1 414 
665;4; 689 ; 751 ; 666 ; 738 ; -   ; -   ;Commercial;Van;32;M;Urban; 1 100 
666;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;50;M;Rural; 1 248 
667;1; 757 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;52;F;Urban; 1 360 
668;4; 673 ; 742 ; 723 ; 627 ; -   ; -   ;Private;Sedan;41;M;Rural; 1 140 
669;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;39;F;Rural; 1 344 
670;4; 643 ; 603 ; 671 ; 607 ; -   ; -   ;Commercial;Pickup;27;F;Urban; 1 443 
671;3; 625 ; 728 ; 618 ; -   ; -   ; -   ;Commercial;Van;53;M;Urban; 1 221 
672;4; 690 ; 787 ; 754 ; 652 ; -   ; -   ;Private;SUV;48;F;Urban; 1 233 
673;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;52;F;Rural; 1 209 
674;2; 665 ; 649 ; -   ; -   ; -   ; -   ;Private;Sedan;38;M;Urban; 1 443 
675;2; 638 ; 644 ; -   ; -   ; -   ; -   ;Private;Sedan;53;M;Urban; 1 052 
676;1; 813 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;40;F;Urban; 1 322 
677;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;49;F;Urban; 1 021 
678;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;59;M;Urban; 1 245 
679;1; 714 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;34;F;Rural; 1 414 
680;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;52;M;Rural; 1 080 
681;1; 644 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;35;F;Urban; 1 365 
682;3; 703 ; 697 ; 649 ; -   ; -   ; -   ;Private;SUV;46;F;Urban; 1 153 
683;1; 765 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;56;F;Urban; 1 342 
684;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;48;F;Urban; 1 441 
685;2; 685 ; 670 ; -   ; -   ; -   ; -   ;Commercial;Pickup;36;M;Urban; 1 090 
686;1; 765 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;30;F;Rural; 1 470 
687;1; 743 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;62;M;Urban; 1 179 
688;2; 584 ; 678 ; -   ; -   ; -   ; -   ;Private;Sedan;50;M;Urban; 1 358 
689;3; 727 ; 622 ; 682 ; -   ; -   ; -   ;Commercial;Pickup;55;M;Urban; 1 378 
690;3; 762 ; 708 ; 668 ; -   ; -   ; -   ;Private;Sports Car;52;F;Rural; 1 419 
691;5; 657 ; 594 ; 774 ; 733 ; 694 ; -   ;Commercial;Panel Truck;59;M;Urban; 1 470 
692;3; 637 ; 658 ; 744 ; -   ; -   ; -   ;Private;Sedan;33;F;Urban; 1 278 
693;2; 645 ; 607 ; -   ; -   ; -   ; -   ;Private;SUV;46;F;Urban; 1 326 
694;2; 718 ; 641 ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban; 1 036 
695;4; 748 ; 650 ; 716 ; 673 ; -   ; -   ;Private;SUV;24;F;Urban; 1 401 
696;2; 774 ; 662 ; -   ; -   ; -   ; -   ;Private;Sports Car;55;F;Urban; 1 072 
697;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;48;M;Urban; 1 004 
698;1; 655 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;42;M;Urban; 1 292 
699;4; 780 ; 710 ; 738 ; 668 ; -   ; -   ;Commercial;Van;50;M;Rural; 1 035 
700;1; 721 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;33;F;Urban; 1 157 
701;1; 796 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;56;F;Urban; 1 496 
702;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;49;M;Urban; 1 294 
703;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;53;F;Rural; 1 212 
704;4; 661 ; 612 ; 722 ; 703 ; -   ; -   ;Commercial;Pickup;52;M;Urban; 1 310 
705;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;60;M;Urban; 1 208 
706;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;49;M;Urban; 1 429 
707;2; 709 ; 771 ; -   ; -   ; -   ; -   ;Private;Sports Car;21;F;Urban; 1 285 
708;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;50;M;Urban; 1 374 
709;1; 736 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;30;F;Urban; 1 166 
710;3; 683 ; 730 ; 794 ; -   ; -   ; -   ;Private;Sedan;36;M;Urban; 1 067 
711;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;30;M;Rural; 1 441 
712;1; 616 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;53;M;Urban; 1 468 
713;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;49;M;Urban; 1 375 
714;5; 643 ; 654 ; 767 ; 818 ; 681 ; -   ;Private;SUV;62;M;Urban; 1 061 
715;4; 741 ; 731 ; 680 ; 707 ; -   ; -   ;Private;Sports Car;38;F;Urban; 1 306 
716;2; 746 ; 761 ; -   ; -   ; -   ; -   ;Private;SUV;59;F;Urban; 1 473 
717;3; 699 ; 597 ; 678 ; -   ; -   ; -   ;Private;Pickup;53;F;Urban; 1 104 
718;2; 583 ; 616 ; -   ; -   ; -   ; -   ;Private;Sedan;46;M;Urban; 1 388 
719;3; 763 ; 722 ; 716 ; -   ; -   ; -   ;Commercial;Pickup;30;M;Urban; 1 115 
720;4; 642 ; 714 ; 734 ; 790 ; -   ; -   ;Commercial;Sedan;42;M;Rural; 1 177 
721;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;49;M;Urban; 1 439 
722;3; 654 ; 739 ; 717 ; -   ; -   ; -   ;Private;SUV;57;F;Urban; 1 175 
723;2; 722 ; 677 ; -   ; -   ; -   ; -   ;Commercial;SUV;46;F;Rural; 1 138 
724;2; 620 ; 686 ; -   ; -   ; -   ; -   ;Commercial;Van;43;M;Urban; 1 309 
725;1; 621 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;50;M;Rural; 1 044 
726;4; 670 ; 672 ; 753 ; 609 ; -   ; -   ;Private;Sedan;42;F;Urban; 1 243 
727;1; 639 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Urban; 1 169 
728;5; 685 ; 645 ; 824 ; 673 ; 711 ; -   ;Commercial;Panel Truck;48;M;Urban; 1 440 
729;5; 740 ; 698 ; 659 ; 672 ; 705 ; -   ;Private;SUV;38;F;Rural; 1 314 
730;1; 784 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;53;M;Urban; 1 011 
731;3; 676 ; 738 ; 721 ; -   ; -   ; -   ;Private;SUV;56;F;Rural; 1 119 
732;2; 797 ; 565 ; -   ; -   ; -   ; -   ;Private;SUV;51;F;Urban; 1 070 
733;3; 662 ; 707 ; 692 ; -   ; -   ; -   ;Private;Sedan;43;F;Rural; 1 200 
734;2; 831 ; 632 ; -   ; -   ; -   ; -   ;Private;Sedan;52;M;Urban; 1 028 
735;1; 716 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Urban; 1 450 
736;1; 682 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;32;F;Urban; 1 436 
737;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;42;M;Urban; 1 410 
738;2; 667 ; 713 ; -   ; -   ; -   ; -   ;Private;Sedan;27;M;Urban; 1 482 
739;2; 762 ; 655 ; -   ; -   ; -   ; -   ;Private;Sports Car;38;F;Rural; 1 122 
740;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;46;F;Urban; 1 168 
741;2; 657 ; 638 ; -   ; -   ; -   ; -   ;Commercial;Sedan;38;M;Rural; 1 302 
742;2; 732 ; 811 ; -   ; -   ; -   ; -   ;Private;Sports Car;41;F;Urban; 1 009 
743;4; 713 ; 779 ; 646 ; 657 ; -   ; -   ;Commercial;Pickup;41;F;Urban; 1 168 
744;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;42;M;Urban; 1 448 
745;3; 748 ; 766 ; 730 ; -   ; -   ; -   ;Private;Sedan;37;M;Urban; 1 058 
746;2; 677 ; 775 ; -   ; -   ; -   ; -   ;Private;Sports Car;26;F;Urban; 1 149 
747;3; 810 ; 644 ; 736 ; -   ; -   ; -   ;Private;SUV;47;F;Urban; 1 116 
748;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;44;F;Rural; 1 072 
749;2; 700 ; 729 ; -   ; -   ; -   ; -   ;Private;Sedan;55;F;Rural; 1 107 
750;1; 694 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;39;M;Urban; 1 276 
751;2; 587 ; 644 ; -   ; -   ; -   ; -   ;Private;Sedan;56;F;Urban; 1 378 
752;2; 724 ; 812 ; -   ; -   ; -   ; -   ;Private;Sports Car;48;F;Urban; 1 257 
753;4; 662 ; 648 ; 708 ; 582 ; -   ; -   ;Private;SUV;45;F;Urban; 1 361 
754;1; 731 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;50;F;Urban; 1 170 
755;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;56;M;Urban; 1 427 
756;3; 693 ; 672 ; 746 ; -   ; -   ; -   ;Private;Sedan;51;M;Urban; 1 144 
757;2; 655 ; 685 ; -   ; -   ; -   ; -   ;Private;Sports Car;36;F;Urban; 1 226 
758;4; 632 ; 678 ; 672 ; 679 ; -   ; -   ;Private;Sedan;31;M;Urban; 1 105 
759;2; 559 ; 679 ; -   ; -   ; -   ; -   ;Commercial;Sedan;40;M;Urban; 1 142 
760;1; 729 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;44;M;Urban; 1 494 
761;1; 711 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;54;F;Urban; 1 412 
762;1; 720 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;33;F;Rural; 1 024 
763;1; 602 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;54;F;Urban; 1 044 
764;2; 745 ; 663 ; -   ; -   ; -   ; -   ;Commercial;Van;40;M;Rural; 1 421 
765;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;38;F;Urban; 1 423 
766;2; 725 ; 676 ; -   ; -   ; -   ; -   ;Private;Pickup;58;M;Urban; 1 419 
767;2; 671 ; 607 ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Urban; 1 025 
768;1; 690 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;43;M;Urban; 1 421 
769;1; 664 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;41;F;Urban; 1 363 
770;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;45;F;Urban; 1 065 
771;3; 730 ; 735 ; 757 ; -   ; -   ; -   ;Commercial;Van;53;M;Urban; 1 184 
772;2; 722 ; 657 ; -   ; -   ; -   ; -   ;Private;Sedan;53;M;Urban; 1 428 
773;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;30;F;Urban; 1 333 
774;2; 693 ; 670 ; -   ; -   ; -   ; -   ;Commercial;Pickup;32;M;Urban; 1 062 
775;2; 702 ; 747 ; -   ; -   ; -   ; -   ;Private;Sedan;50;F;Urban; 1 132 
776;3; 775 ; 704 ; 650 ; -   ; -   ; -   ;Private;Sedan;42;F;Urban; 1 031 
777;1; 774 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;42;F;Urban; 1 321 
778;2; 683 ; 692 ; -   ; -   ; -   ; -   ;Private;SUV;41;F;Rural; 1 162 
779;1; 653 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;39;F;Urban; 1 122 
780;1; 725 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;27;F;Urban; 1 222 
781;2; 693 ; 707 ; -   ; -   ; -   ; -   ;Private;Sedan;43;M;Urban; 1 054 
782;1; 659 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;45;F;Urban; 1 318 
783;2; 598 ; 808 ; -   ; -   ; -   ; -   ;Commercial;SUV;43;F;Rural; 1 476 
784;2; 695 ; 743 ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;33;M;Urban; 1 271 
785;4; 656 ; 665 ; 792 ; 730 ; -   ; -   ;Private;Sports Car;48;F;Urban; 1 167 
786;2; 765 ; 741 ; -   ; -   ; -   ; -   ;Private;Pickup;52;M;Urban; 1 032 
787;2; 720 ; 679 ; -   ; -   ; -   ; -   ;Private;SUV;47;F;Urban; 1 116 
788;5; 727 ; 626 ; 861 ; 709 ; 786 ; -   ;Commercial;Panel Truck;55;M;Urban; 1 307 
789;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;51;F;Urban; 1 217 
790;4; 712 ; 747 ; 733 ; 726 ; -   ; -   ;Private;Van;47;M;Urban; 1 472 
791;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;28;M;Urban; 1 116 
792;1; 719 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;51;F;Urban; 1 342 
793;3; 674 ; 747 ; 666 ; -   ; -   ; -   ;Commercial;Pickup;42;M;Urban; 1 343 
794;2; 722 ; 699 ; -   ; -   ; -   ; -   ;Commercial;Pickup;47;M;Urban; 1 015 
795;1; 682 ; -   ; -   ; -   ; -   ; -   ;Private;Van;40;M;Urban; 1 444 
